299,"[[36.90607815310614, 0.12632695680351044], [36.90620151564583, 0.12631997977827142], [36.90620211744662, 0.1260605789330897], [36.906078754909245, 0.12606755597893896]]"
298,"[[36.90620151564583, 0.12631997977827142], [36.90628954066086, 0.12631500160510042], [36.90631642585946, 0.1262864805314219], [36.906317301206414, 0.12605406413258594], [36.90620211744662, 0.1260605789330897]]"
297,"[[36.906397259987116, 0.12628179109024734], [36.906424058232524, 0.12630739350223896], [36.90652639501733, 0.12630160458828107], [36.90652699771007, 0.1260422036889003], [36.90639812724066, 0.12604949221459888]]"
296,"[[36.90652639501733, 0.12630160458828107], [36.90664975759219, 0.12629462755685594], [36.906650360282605, 0.12603522663686928], [36.90652699771007, 0.1260422036889003]]"
295,"[[36.90664975759219, 0.12629462755685594], [36.90677312107481, 0.12628765052380153], [36.9067737228649, 0.12602824867901433], [36.906650360282605, 0.12603522663686928]]"
294,"[[36.90677312107481, 0.12628765052380153], [36.90689648366902, 0.1262806734889719], [36.90689708635487, 0.12602127162365406], [36.9067737228649, 0.12602824867901433]]"
293,"[[36.90689648366902, 0.1262806734889719], [36.90701984627299, 0.12627369554831722], [36.90702044895644, 0.12601429456652014], [36.90689708635487, 0.12602127162365406]]"
292,"[[36.90701984627299, 0.12627369554831722], [36.90714320888656, 0.1262667185100835], [36.90714381156768, 0.12600731750768543], [36.90702044895644, 0.12601429456652014]]"
291,"[[36.90714320888656, 0.1262667185100835], [36.90726657240788, 0.12625974147022084], [36.907267174188675, 0.12600033954302695], [36.90714381156768, 0.12600731750768543]]"
290,"[[36.90726657240788, 0.12625974147022084], [36.90738993504087, 0.12625276352446027], [36.90739053771735, 0.12599336248086376], [36.907267174188675, 0.12600033954302695]]"
289,"[[36.90738993504087, 0.12625276352446027], [36.90751329768346, 0.12624578648112111], [36.907513900357614, 0.1259863854169274], [36.90739053771735, 0.12599336248086376]]"
288,"[[36.90751329768346, 0.12624578648112111], [36.90763657501836, 0.12623881394976785], [36.90763726839607, 0.12597940744760386], [36.907513900357614, 0.1259863854169274]]"
287,"[[36.90763657501836, 0.12623881394976785], [36.9076769852599, 0.1262772786412718], [36.907745423280076, 0.12627340732001918], [36.9077469641074, 0.12597320320230193], [36.90763726839607, 0.12597940744760386]]"
286,"[[36.90763726839607, 0.12597940744760386], [36.9077469641074, 0.12597320320230193], [36.90774850487762, 0.12567299908392462], [36.90767837847421, 0.12567696522807], [36.907637961731155, 0.12572000094516014]]"
285,"[[36.907513900357614, 0.1259863854169274], [36.90763726839607, 0.12597940744760386], [36.907637961731155, 0.12572000094516014], [36.90751450209114, 0.12572698344828798]]"
284,"[[36.90739053771735, 0.12599336248086376], [36.907513900357614, 0.1259863854169274], [36.90751450209114, 0.12572698344828798], [36.90739113945312, 0.12573396143694499]]"
283,"[[36.907267174188675, 0.12600033954302695], [36.90739053771735, 0.12599336248086376], [36.90739113945312, 0.12573396143694499], [36.90726777682484, 0.1257409385197795]]"
282,"[[36.90714381156768, 0.12600731750768543], [36.907267174188675, 0.12600033954302695], [36.90726777682484, 0.1257409385197795], [36.907144414206236, 0.12574791560091472]]"
281,"[[36.90702044895644, 0.12601429456652014], [36.90714381156768, 0.12600731750768543], [36.907144414206236, 0.12574791560091472], [36.907021050699164, 0.12575489358440078]]"
280,"[[36.90689708635487, 0.12602127162365406], [36.90702044895644, 0.12601429456652014], [36.907021050699164, 0.12575489358440078], [36.90689768809991, 0.12576187066213687]]"
279,"[[36.9067737228649, 0.12602824867901433], [36.90689708635487, 0.12602127162365406], [36.90689768809991, 0.12576187066213687], [36.90677432551034, 0.12576884773817334]]"
278,"[[36.906650360282605, 0.12603522663686928], [36.9067737228649, 0.12602824867901433], [36.90677432551034, 0.12576884773817334], [36.90665096293044, 0.1257758248125101]]"
277,"[[36.90652699771007, 0.1260422036889003], [36.906650360282605, 0.12603522663686928], [36.90665096293044, 0.1257758248125101], [36.90652759946207, 0.125782802789197]]"
276,"[[36.90639812724066, 0.12604949221459888], [36.90652699771007, 0.1260422036889003], [36.90652759946207, 0.125782802789197], [36.90642599551207, 0.1257885493029218], [36.90639899445992, 0.12581719424277488]]"
275,"[[36.90620211744662, 0.1260605789330897], [36.906317301206414, 0.12605406413258594], [36.9063181765176, 0.1258216667200238], [36.90629147525118, 0.1257961574505193], [36.90620272010288, 0.12580117718360875]]"
274,"[[36.906078754909245, 0.12606755597893896], [36.90620211744662, 0.1260605789330897], [36.90620272010288, 0.12580117718360875], [36.906079357567755, 0.1258081551541908]]"
273,"[[36.90595539238155, 0.12607453302308672], [36.906078754909245, 0.12606755597893896], [36.906079357567755, 0.1258081551541908], [36.90595599504239, 0.12581513221895008]]"
272,"[[36.90583202986347, 0.12608151096965525], [36.90595539238155, 0.12607453302308672], [36.90595599504239, 0.12581513221895008], [36.90583263162863, 0.12582210928193616]]"
271,"[[36.905708666457066, 0.1260884880103267], [36.90583202986347, 0.12608151096965525], [36.90583263162863, 0.12582210928193616], [36.90570926912254, 0.1258290872474168]]"
270,"[[36.90558530395842, 0.1260954650493693], [36.905708666457066, 0.1260884880103267], [36.90570926912254, 0.1258290872474168], [36.905585906626214, 0.1258360643070745]]"
269,"[[36.90546194146938, 0.1261024429908321], [36.90558530395842, 0.1260954650493693], [36.905585906626214, 0.1258360643070745], [36.905462544139574, 0.12584304136503155]]"
268,"[[36.9053385789901, 0.12610942002647071], [36.90546194146938, 0.1261024429908321], [36.905462544139574, 0.12584304136503155], [36.905339180764535, 0.125850018421215]]"
267,"[[36.90521521562243, 0.12611639706033426], [36.9053385789901, 0.12610942002647071], [36.905339180764535, 0.125850018421215], [36.90521581829719, 0.12585699637989234]]"
266,"[[36.90509185316251, 0.12612337409256863], [36.90521521562243, 0.12611639706033426], [36.90521581829719, 0.12585699637989234], [36.90509245583959, 0.1258639734327466]]"
265,"[[36.90496849071221, 0.12613035202722245], [36.90509185316251, 0.12612337409256863], [36.90509245583959, 0.1258639734327466], [36.9050521318748, 0.1258255042982923], [36.90496918734983, 0.12583019539208795]]"
264,"[[36.90496918734983, 0.12583019539208795], [36.9050521318748, 0.1258255042982923], [36.905092644652164, 0.12578246324270975], [36.90509324727315, 0.1255230625825597], [36.90496988482829, 0.12553003966081386]]"
263,"[[36.905092644652164, 0.12578246324270975], [36.905216008007095, 0.1257754861834489], [36.905216609727695, 0.1255160855026061], [36.90509324727315, 0.1255230625825597]]"
262,"[[36.905216008007095, 0.1257754861834489], [36.90533937047365, 0.1257685091224147], [36.905339972191996, 0.12550910751683106], [36.905216609727695, 0.1255160855026061]]"
261,"[[36.90533937047365, 0.1257685091224147], [36.90546273294995, 0.12576153115555785], [36.90546333556398, 0.12550213043355135], [36.905339972191996, 0.12550910751683106]]"
260,"[[36.90546273294995, 0.12576153115555785], [36.905586095435865, 0.12575455409112266], [36.90558669804758, 0.1254951533484998], [36.90546333556398, 0.12550213043355135]]"
259,"[[36.905586095435865, 0.12575455409112266], [36.905709458829534, 0.1257475770250599], [36.90571006054093, 0.12548817535762696], [36.90558669804758, 0.1254951533484998]]"
258,"[[36.905709458829534, 0.1257475770250599], [36.90583282133489, 0.12574059905310184], [36.905833423043894, 0.12548119826917734], [36.90571006054093, 0.12548817535762696]]"
257,"[[36.90583282133489, 0.12574059905310184], [36.90595618384985, 0.125733621983566], [36.90595678645461, 0.12547422117910134], [36.905833423043894, 0.12548119826917734]]"
256,"[[36.90595618384985, 0.125733621983566], [36.90607954637449, 0.1257266449123301], [36.90608014897701, 0.12546724318313157], [36.90595678645461, 0.12547422117910134]]"
255,"[[36.90607954637449, 0.1257266449123301], [36.906202909806886, 0.125719667839467], [36.90620351150901, 0.1254602660895854], [36.90608014897701, 0.12546724318313157]]"
254,"[[36.906202909806886, 0.125719667839467], [36.90629178260279, 0.1257146408782596], [36.906318686651154, 0.1256860990008399], [36.90631956190805, 0.12545370249192442], [36.90620351150901, 0.1254602660895854]]"
253,"[[36.906426299270606, 0.1257070327233083], [36.90652778916424, 0.12570129252387915], [36.90652839175833, 0.125441890719798], [36.906400368181075, 0.12544913234933197], [36.906399501016026, 0.12568143032162832]]"
252,"[[36.90652778916424, 0.12570129252387915], [36.906651151733726, 0.12569431544476742], [36.9066517543255, 0.12543491362008044], [36.90652839175833, 0.125441890719798]]"
251,"[[36.906651151733726, 0.12569431544476742], [36.906774514312964, 0.12568733745983343], [36.90677511690236, 0.12542793651866463], [36.9066517543255, 0.12543491362008044]]"
250,"[[36.906774514312964, 0.12568733745983343], [36.906897877799885, 0.12568036037739547], [36.90689847948889, 0.12542095941555068], [36.90677511690236, 0.12542793651866463]]"
249,"[[36.906897877799885, 0.12568036037739547], [36.90702124039841, 0.12567338329318564], [36.90702184298324, 0.12541398140668816], [36.90689847948889, 0.12542095941555068]]"
248,"[[36.90702124039841, 0.12567338329318564], [36.90714460300668, 0.12566640530315357], [36.907145205589124, 0.1254070043001781], [36.90702184298324, 0.12541398140668816]]"
247,"[[36.90714460300668, 0.12566640530315357], [36.907267965624555, 0.12565942821554543], [36.90726856820468, 0.12540002719197033], [36.907145205589124, 0.1254070043001781]]"
246,"[[36.907267965624555, 0.12565942821554543], [36.90739132915018, 0.12565245112631096], [36.90739193082998, 0.12539304917794153], [36.90726856820468, 0.12540002719197033]]"
245,"[[36.90739132915018, 0.12565245112631096], [36.9075146917874, 0.12564547403530507], [36.907515294362966, 0.1253860720664107], [36.90739193082998, 0.12539304917794153]]"
244,"[[36.9075146917874, 0.12564547403530507], [36.90763805442746, 0.12563858283432067], [36.907638657007546, 0.12537909495310987], [36.907515294362966, 0.1253860720664107]]"
243,"[[36.90763805442746, 0.12563858283432067], [36.90767837847421, 0.12567696522807], [36.90774850487762, 0.12567299908392462], [36.90775004559072, 0.12537279496488746], [36.907638657007546, 0.12537909495310987]]"
221,"[[36.90496988482829, 0.12553003966081386], [36.90509324727315, 0.1255230625825597], [36.905093849851525, 0.12526366101803818], [36.90505352587289, 0.1252251928032504], [36.90497058135153, 0.12522988392913306]]"
222,"[[36.90509324727315, 0.1255230625825597], [36.905216609727695, 0.1255160855026061], [36.905217212303754, 0.12525668391746453], [36.905093849851525, 0.12526366101803818]]"
223,"[[36.905216609727695, 0.1255160855026061], [36.905339972191996, 0.12550910751683106], [36.90534057476567, 0.12524970681519274], [36.905217212303754, 0.12525668391746453]]"
224,"[[36.905339972191996, 0.12550910751683106], [36.90546333556398, 0.12550213043355135], [36.905463937237265, 0.1252427297112229], [36.90534057476567, 0.12524970681519274]]"
225,"[[36.90546333556398, 0.12550213043355135], [36.90558669804758, 0.1254951533484998], [36.905587300616695, 0.12523575170150536], [36.905463937237265, 0.1252427297112229]]"
226,"[[36.90558669804758, 0.1254951533484998], [36.90571006054093, 0.12548817535762696], [36.905710663107655, 0.12522877459413956], [36.905587300616695, 0.12523575170150536]]"
227,"[[36.90571006054093, 0.12548817535762696], [36.905833423043894, 0.12548119826917734], [36.90583402560831, 0.12522179748507606], [36.905710663107655, 0.12522877459413956]]"
228,"[[36.905833423043894, 0.12548119826917734], [36.90595678645461, 0.12547422117910134], [36.90595738811871, 0.12521481947019247], [36.90583402560831, 0.12522179748507606]]"
229,"[[36.90595678645461, 0.12547422117910134], [36.90608014897701, 0.12546724318313157], [36.90608075153679, 0.12520784235780602], [36.90595738811871, 0.12521481947019247]]"
230,"[[36.90608014897701, 0.12546724318313157], [36.90620351150901, 0.1254602660895854], [36.906204114066476, 0.12520086524364973], [36.90608075153679, 0.12520784235780602]]"
231,"[[36.90620351150901, 0.1254602660895854], [36.90631956190805, 0.12545370249192442], [36.906320437129196, 0.12522132496928298], [36.90629371609754, 0.12519579672188594], [36.906204114066476, 0.12520086524364973]]"
232,"[[36.906400368181075, 0.12544913234933197], [36.90652839175833, 0.125441890719798], [36.90652899341163, 0.1251824898195179], [36.90642823635265, 0.1251881885222703], [36.90640123531198, 0.12521683347261503]]"
233,"[[36.90652839175833, 0.125441890719798], [36.9066517543255, 0.12543491362008044], [36.90665235597649, 0.1251755126991945], [36.90652899341163, 0.1251824898195179]]"
234,"[[36.9066517543255, 0.12543491362008044], [36.90677511690236, 0.12542793651866463], [36.9067757194491, 0.12516853557724644], [36.90665235597649, 0.1251755126991945]]"
235,"[[36.90677511690236, 0.12542793651866463], [36.90689847948889, 0.12542095941555068], [36.906899082033384, 0.12516155754940622], [36.9067757194491, 0.12516853557724644]]"
236,"[[36.90689847948889, 0.12542095941555068], [36.90702184298324, 0.12541398140668816], [36.90702244462728, 0.12515458042399205], [36.906899082033384, 0.12516155754940622]]"
237,"[[36.90702184298324, 0.12541398140668816], [36.907145205589124, 0.1254070043001781], [36.90714580723085, 0.12514760329688107], [36.90702244462728, 0.12515458042399205]]"
238,"[[36.907145205589124, 0.1254070043001781], [36.90726856820468, 0.12540002719197033], [36.90726917074224, 0.12514062526402273], [36.90714580723085, 0.12514760329688107]]"
239,"[[36.90726856820468, 0.12540002719197033], [36.90739193082998, 0.12539304917794153], [36.907392533365154, 0.1251336481335186], [36.90726917074224, 0.12514062526402273]]"
240,"[[36.90739193082998, 0.12539304917794153], [36.907515294362966, 0.1253860720664107], [36.90751589599775, 0.12512667100131802], [36.907392533365154, 0.1251336481335186]]"
241,"[[36.907515294362966, 0.1253860720664107], [36.907638657007546, 0.12537909495310987], [36.90763925864009, 0.12511969296329775], [36.90751589599775, 0.12512667100131802]]"
242,"[[36.907638657007546, 0.12537909495310987], [36.90775004559072, 0.12537279496488746], [36.90775158714478, 0.12507259084526293], [36.90767977235828, 0.1250766518136059], [36.90763925864009, 0.12511969296329775]]"
220,"[[36.90497058135153, 0.12522988392913306], [36.90505352587289, 0.1252251928032504], [36.90509403863298, 0.12518215173194194], [36.90509464115526, 0.12492275016709271], [36.904971278715685, 0.12492972819719073]]"
219,"[[36.90509403863298, 0.12518215173194194], [36.905217401084556, 0.12517517372076714], [36.905218003604446, 0.12491577303941985], [36.90509464115526, 0.12492275016709271]]"
218,"[[36.905217401084556, 0.12517517372076714], [36.905340764443814, 0.1251681966120888], [36.905341366063325, 0.1249087959100504], [36.905218003604446, 0.12491577303941985]]"
217,"[[36.905340764443814, 0.1251681966120888], [36.90546412691469, 0.12516121950164047], [36.90546472943002, 0.12490181787493468], [36.905341366063325, 0.1249087959100504]]"
216,"[[36.90546412691469, 0.12516121950164047], [36.90558748939531, 0.12515424148537227], [36.90558809190827, 0.1248948407421723], [36.90546472943002, 0.12490181787493468]]"
215,"[[36.90558748939531, 0.12515424148537227], [36.90571085188555, 0.12514726437152876], [36.9057114543962, 0.12488786360771367], [36.90558809190827, 0.1248948407421723]]"
214,"[[36.90571085188555, 0.12514726437152876], [36.90583421528354, 0.12514028725606016], [36.9058348168938, 0.12488088647155891], [36.9057114543962, 0.12488786360771367]]"
213,"[[36.90583421528354, 0.12514028725606016], [36.905957577793146, 0.125133310138822], [36.90595818029924, 0.12487390842965788], [36.9058348168938, 0.12488088647155891]]"
212,"[[36.905957577793146, 0.125133310138822], [36.9060809403125, 0.12512633211576416], [36.90608154281621, 0.12486693129011098], [36.90595818029924, 0.12487390842965788]]"
211,"[[36.9060809403125, 0.12512633211576416], [36.90620430284146, 0.12511935499513158], [36.90620490534286, 0.12485995414886827], [36.90608154281621, 0.12486693129011098]]"
210,"[[36.90620430284146, 0.12511935499513158], [36.90629402341811, 0.12511428014935472], [36.90632102535316, 0.12508563519938667], [36.906321822381145, 0.12485334084925725], [36.90620490534286, 0.12485995414886827]]"
209,"[[36.90642854008016, 0.12510667194238678], [36.90652918308277, 0.1251009795540185], [36.90652978468001, 0.12484157865341107], [36.90640260889303, 0.12484877157795218], [36.90640174181634, 0.12508107045514114]]"
208,"[[36.90652918308277, 0.1251009795540185], [36.9066525456469, 0.12509400242722027], [36.9066531481399, 0.12483460150607924], [36.90652978468001, 0.12484157865341107]]"
207,"[[36.9066525456469, 0.12509400242722027], [36.906775908220716, 0.12508702529872542], [36.906776510711474, 0.12482762345285695], [36.9066531481399, 0.12483460150607924]]"
206,"[[36.906775908220716, 0.12508702529872542], [36.906899270804274, 0.12508004726441108], [36.90689987329265, 0.12482064630206213], [36.906776510711474, 0.12482762345285695]]"
205,"[[36.906899270804274, 0.12508004726441108], [36.907022634295515, 0.1250730701325955], [36.90702323588351, 0.12481366914957208], [36.90689987329265, 0.12482064630206213]]"
204,"[[36.907022634295515, 0.1250730701325955], [36.90714599689836, 0.1250660929990112], [36.90714659938219, 0.124806691091336], [36.90702323588351, 0.12481366914957208]]"
203,"[[36.90714599689836, 0.1250660929990112], [36.90726935951088, 0.12505911586373075], [36.90726996199239, 0.12479971393545572], [36.90714659938219, 0.124806691091336]]"
202,"[[36.90726935951088, 0.12505911586373075], [36.90739272213314, 0.12505213782263086], [36.90739332461228, 0.1247927367778806], [36.90726996199239, 0.12479971393545572]]"
201,"[[36.90739272213314, 0.12505213782263086], [36.907516085663076, 0.12504516068403038], [36.90751668724183, 0.12478575961861058], [36.90739332461228, 0.1247927367778806]]"
200,"[[36.907516085663076, 0.12504516068403038], [36.90763944830462, 0.12503818354366175], [36.90764005077921, 0.1247787815535946], [36.90751668724183, 0.12478575961861058]]"
199,"[[36.90763944830462, 0.12503818354366175], [36.90767977235828, 0.1250766518136059], [36.90775158714478, 0.12507259084526293], [36.907753127743725, 0.124772385820783], [36.90764005077921, 0.1247787815535946]]"
177,"[[36.904971278715685, 0.12492972819719073], [36.90509464115526, 0.12492275016709271], [36.905095242736714, 0.12466334950604391], [36.905054918744376, 0.12462488040267906], [36.90497197512469, 0.12462957156072063]]"
178,"[[36.90509464115526, 0.12492275016709271], [36.905218003604446, 0.12491577303941985], [36.90521860608166, 0.1246563723578232], [36.905095242736714, 0.12466334950604391]]"
179,"[[36.905218003604446, 0.12491577303941985], [36.905341366063325, 0.1249087959100504], [36.9053419685383, 0.12464939430371302], [36.90521860608166, 0.1246563723578232]]"
180,"[[36.905341366063325, 0.1249087959100504], [36.90546472943002, 0.12490181787493468], [36.90546533100455, 0.1246424171520296], [36.9053419685383, 0.12464939430371302]]"
181,"[[36.90546472943002, 0.12490181787493468], [36.90558809190827, 0.1248948407421723], [36.90558869348048, 0.12463543999865095], [36.90546533100455, 0.1246424171520296]]"
182,"[[36.90558809190827, 0.1248948407421723], [36.9057114543962, 0.12488786360771367], [36.90571205686424, 0.12462846193952715], [36.90558869348048, 0.12463543999865095]]"
183,"[[36.9057114543962, 0.12488786360771367], [36.9058348168938, 0.12488088647155891], [36.90583541935954, 0.12462148478275849], [36.90571205686424, 0.12462846193952715]]"
184,"[[36.9058348168938, 0.12488088647155891], [36.90595818029924, 0.12487390842965788], [36.90595878186452, 0.12461450762429492], [36.90583541935954, 0.12462148478275849]]"
185,"[[36.90595818029924, 0.12487390842965788], [36.90608154281621, 0.12486693129011098], [36.906082144379184, 0.12460753046413661], [36.90595878186452, 0.12461450762429492]]"
186,"[[36.90608154281621, 0.12486693129011098], [36.90620490534286, 0.12485995414886827], [36.90620550780167, 0.1246005523982332], [36.906082144379184, 0.12460753046413661]]"
187,"[[36.90620490534286, 0.12485995414886827], [36.906321822381145, 0.12485334084925725], [36.906322754984565, 0.12462103837262756], [36.90629595761335, 0.12459543689545736], [36.90620550780167, 0.1246005523982332]]"
188,"[[36.90640260889303, 0.12484877157795218], [36.90652978468001, 0.12484157865341107], [36.90653038713267, 0.12458217775262674], [36.90643047696464, 0.12458782864375191], [36.90640347593544, 0.1246164736045881]]"
189,"[[36.90652978468001, 0.12484157865341107], [36.9066531481399, 0.12483460150607924], [36.90665374969225, 0.12457519968049423], [36.90653038713267, 0.12458217775262674]]"
190,"[[36.9066531481399, 0.12483460150607924], [36.906776510711474, 0.12482762345285695], [36.906777113159514, 0.12456822251086219], [36.90665374969225, 0.12457519968049423]]"
191,"[[36.906776510711474, 0.12482762345285695], [36.90689987329265, 0.12482064630206213], [36.90690047573839, 0.12456124533946404], [36.906777113159514, 0.12456822251086219]]"
192,"[[36.90689987329265, 0.12482064630206213], [36.90702323588351, 0.12481366914957208], [36.90702383832701, 0.12455426726224887], [36.90690047573839, 0.12456124533946404]]"
193,"[[36.90702323588351, 0.12481366914957208], [36.90714659938219, 0.124806691091336], [36.90714720092523, 0.12454729008746279], [36.90702383832701, 0.12455426726224887]]"
194,"[[36.90714659938219, 0.124806691091336], [36.90726996199239, 0.12479971393545572], [36.9072705644312, 0.1245403129110549], [36.90714720092523, 0.12454729008746279]]"
195,"[[36.90726996199239, 0.12479971393545572], [36.90739332461228, 0.1247927367778806], [36.90739392704878, 0.12453333573288124], [36.9072705644312, 0.1245403129110549]]"
196,"[[36.90739332461228, 0.1247927367778806], [36.90751668724183, 0.12478575961861058], [36.9075172896761, 0.12452635764889074], [36.90739392704878, 0.12453333573288124]]"
197,"[[36.90751668724183, 0.12478575961861058], [36.90764005077921, 0.1247787815535946], [36.90764065231302, 0.12451938046732991], [36.9075172896761, 0.12452635764889074]]"
198,"[[36.90764005077921, 0.1247787815535946], [36.907753127743725, 0.124772385820783], [36.907754668285484, 0.12447218169976718], [36.907681166013965, 0.12447633930193135], [36.90764065231302, 0.12451938046732991]]"
176,"[[36.90497197512469, 0.12462957156072063], [36.905054918744376, 0.12462488040267906], [36.905095432385274, 0.12458183931571686], [36.9050960348087, 0.12432243865441277], [36.904972671476465, 0.124329415828039]]"
175,"[[36.905095432385274, 0.12458183931571686], [36.90521879483143, 0.12457486216094474], [36.905219397252615, 0.12431546057489881], [36.9050960348087, 0.12432243865441277]]"
174,"[[36.90521879483143, 0.12457486216094474], [36.905342157287336, 0.12456788410035567], [36.90534275970615, 0.12430848339781302], [36.905219397252615, 0.12431546057489881]]"
173,"[[36.905342157287336, 0.12456788410035567], [36.905465520650935, 0.12456090694226574], [36.90546612216937, 0.12430150621903355], [36.90534275970615, 0.12430848339781302]]"
172,"[[36.905465520650935, 0.12456090694226574], [36.90558888312614, 0.124553929782409], [36.90558948554034, 0.12429452903863242], [36.90546612216937, 0.12430150621903355]]"
171,"[[36.90558888312614, 0.124553929782409], [36.90571224561103, 0.12454695262085756], [36.905712848023, 0.12428755095234373], [36.90558948554034, 0.12429452903863242]]"
170,"[[36.90571224561103, 0.12454695262085756], [36.905835608105676, 0.1245399745534893], [36.90583621051527, 0.12428057376848381], [36.905712848023, 0.12428755095234373]]"
169,"[[36.905835608105676, 0.1245399745534893], [36.90595897150801, 0.12453299738862077], [36.90595957301721, 0.12427359658293072], [36.90583621051527, 0.12428057376848381]]"
